"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Entire home/apt",6,1,3,5,49,2,1125,19,93,9,9,9,9,9,9,"madrid"
"Private room",2,1,1,1,22,3,1125,19,97,10,10,10,10,10,9,"barcelona"
"Entire home/apt",7,1,3,3,150,7,1125,2,90,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,3,143,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,4,70,5,1125,8,80,7,8,9,10,10,9,"mallorca"
"Entire home/apt",4,2,2,3,125,1,1125,19,98,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,5,156,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,2,91,14,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,3,80,5,1125,39,93,10,10,10,10,9,9,"mallorca"
"Private room",1,1,1,1,25,1,15,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,50,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,2,3,122,5,1125,3,80,10,9,9,10,10,7,"mallorca"
"Private room",2,1,1,2,24,1,1125,7,90,10,10,10,10,10,9,"barcelona"
"Private room",2,2,1,1,300,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",3,1,1,2,80,2,21,307,96,10,10,10,10,9,10,"girona"
"Entire home/apt",2,1,1,1,59,2,1125,59,93,10,10,10,10,10,9,"sevilla"
"Entire home/apt",4,1,1,2,68,2,1124,36,94,10,9,10,10,10,9,"madrid"
"Entire home/apt",5,2,2,5,111,4,28,3,100,9,10,10,10,9,9,"mallorca"
"Private room",3,2,1,2,18,1,1125,38,90,9,9,10,10,8,9,"madrid"
"Private room",4,2,4,4,40,3,1125,2,90,10,10,10,8,10,10,"barcelona"
"Entire home/apt",5,1,2,3,100,4,30,10,98,10,10,10,10,10,9,"mallorca"
"Private room",1,1,1,1,18,32,365,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,3,5,275,3,1125,11,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,3,90,6,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,50,2,7,3,93,9,8,9,9,10,9,"girona"
"Entire home/apt",6,1,2,2,99,1,1125,75,95,10,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,195,7,1125,4,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,1,2,82,1,90,0,92,9,9,10,10,10,9,"sevilla"
"Private room",2,2,1,1,39,2,1125,30,83,9,7,10,9,9,8,"barcelona"
"Entire home/apt",6,2,3,6,115,7,1125,2,60,2,6,8,8,8,6,"girona"
"Entire home/apt",4,1,2,4,95,3,1125,9,100,9,9,9,10,9,10,"girona"
"Entire home/apt",4,2,2,2,180,5,1125,1,100,10,8,10,10,10,8,"madrid"
"Private room",2,1,1,1,35,1,1125,13,75,8,7,9,9,9,8,"mallorca"
"Private room",2,1,1,1,40,1,1125,31,92,9,9,10,9,9,9,"barcelona"
"Private room",2,1,1,1,26,1,1125,8,88,10,9,10,10,10,9,"madrid"
"Entire home/apt",10,5,5,9,190,4,1125,1,100,10,10,10,10,10,10,"menorca"
"Entire home/apt",2,1,0,1,999,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,70,4,60,47,96,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,200,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,2,48,2,1125,373,98,10,10,10,10,10,10,"girona"
"Entire home/apt",4,2,2,3,140,2,32,3,100,10,10,10,10,10,8,"sevilla"
"Entire home/apt",6,3,3,6,100,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Shared room",1,2,1,1,14,1,1125,11,95,10,10,10,9,10,9,"malaga"
"Entire home/apt",5,2,3,3,60,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,38,2,1125,42,98,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,2,39,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,2,40,2,1125,4,100,10,10,10,10,10,10,"mallorca"
"Private room",5,3,4,4,65,1,200,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",10,4,4,10,500,6,1125,1,100,8,6,10,10,10,8,"girona"
"Entire home/apt",10,3,4,6,190,4,1125,10,94,9,9,10,10,9,9,"mallorca"
"Entire home/apt",8,2,4,7,222,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,60,3,1125,34,93,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,4,70,3,1125,1,100,10,10,10,10,10,10,"girona"
"Private room",2,3,1,1,25,31,180,17,94,10,9,10,10,10,10,"barcelona"
"Entire home/apt",3,1,1,1,55,3,1125,54,93,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,2,90,2,1125,20,96,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,1,3,128,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,2,59,2,1125,101,92,10,9,10,10,10,9,"sevilla"
"Entire home/apt",2,1,0,1,59,2,30,131,97,10,10,10,10,10,10,"malaga"
"Private room",2,1,1,1,250,2,3,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,52,2,14,13,98,10,10,10,10,9,10,"girona"
"Private room",2,1,1,1,27,1,99,39,96,10,10,10,10,10,10,"malaga"
"Private room",2,1,1,2,66,1,1125,10,91,9,10,10,10,10,9,"girona"
"Entire home/apt",6,2,3,5,35,2,180,181,90,10,10,10,10,9,9,"valencia"
"Private room",2,1,1,1,20,3,1125,59,85,9,9,9,9,9,9,"barcelona"
"Private room",2,1,1,1,50,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,23,2,1125,17,96,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,2,1,2,50,3,1125,66,95,10,10,10,10,9,9,"malaga"
"Private room",2,2,1,1,40,2,1125,12,80,9,8,9,9,9,9,"barcelona"
"Entire home/apt",4,1,2,3,110,7,1125,11,91,9,10,9,9,9,9,"mallorca"
"Entire home/apt",3,1,1,2,89,2,30,90,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",3,1,2,2,60,7,1125,7,100,10,9,10,10,10,10,"valencia"
"Private room",2,1,1,1,55,2,1125,3,100,10,10,10,10,10,10,"girona"
"Entire home/apt",2,1,1,1,80,1,200,61,96,10,9,10,10,10,10,"madrid"
"Entire home/apt",5,2,2,3,110,2,15,44,98,10,9,10,10,10,10,"valencia"
"Entire home/apt",6,2,3,3,231,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,2,1,1,18,1,31,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,2,4,119,1,28,3,73,9,9,9,9,9,8,"girona"
"Entire home/apt",10,3,4,5,103,1,365,37,91,10,9,10,9,10,9,"girona"
"Entire home/apt",4,1,1,2,70,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,18,1,1125,15,91,10,9,9,9,10,9,"madrid"
"Private room",1,1,1,1,16,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Hotel room",3,1,1,2,100,1,70,0,92,9,9,10,10,10,9,"valencia"
"Private room",2,2,1,2,17,1,1125,15,95,10,10,10,10,10,10,"malaga"
"Private room",2,2,1,1,60,1,15,15,97,10,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,0,45,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,2,2,2,166,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,4,205,3,1125,26,98,10,10,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,130,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",3,1,1,2,70,1,1125,13,95,10,10,10,10,10,10,"sevilla"
"Entire home/apt",7,2,4,5,290,7,60,3,100,10,9,10,10,10,10,"girona"
"Entire home/apt",4,1,2,3,65,5,31,7,73,9,9,10,9,9,9,"barcelona"
"Entire home/apt",6,1,2,4,68,2,200,50,99,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,2,4,90,1,1125,3,73,9,9,10,10,9,8,"valencia"
"Entire home/apt",2,1,1,1,53,3,365,37,97,10,9,10,10,10,9,"sevilla"
"Entire home/apt",4,1,2,2,120,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",7,3,3,1,200,7,30,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",5,2,3,3,145,7,30,2,100,10,10,10,10,10,10,"girona"
"Entire home/apt",8,1,2,4,86,1,1125,114,87,9,9,9,9,8,9,"barcelona"
"Entire home/apt",8,2,4,4,100,2,1125,78,89,9,9,10,9,10,9,"barcelona"
"Private room",1,1,1,1,25,1,1125,10,96,10,9,10,10,10,10,"barcelona"
"Private room",1,1,1,1,25,1,1125,3,73,7,9,7,9,7,7,"madrid"
"Entire home/apt",2,1,1,2,48,1,1125,1,60,8,6,10,10,10,6,"mallorca"
"Entire home/apt",3,2,1,2,102,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,3,4,5,285,5,1125,3,87,9,9,9,10,9,9,"menorca"
"Entire home/apt",6,1,2,4,110,1,1125,15,85,9,9,9,9,10,8,"girona"
"Private room",2,1,1,1,49,2,1125,17,94,10,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,21,1,1125,5,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,2,4,125,2,28,37,99,10,10,10,10,10,10,"sevilla"
"Private room",2,1,1,1,20,1,30,17,95,9,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,3,100,5,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,101,2,1125,19,93,9,9,9,9,10,9,"barcelona"
"Private room",1,1,1,1,30,1,1125,1,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,2,6,90,1,1125,142,91,10,9,9,9,9,9,"barcelona"
"Entire home/apt",6,3,3,6,185,5,1125,8,93,10,9,10,10,9,9,"mallorca"
"Private room",2,2,1,1,40,4,1125,17,93,10,9,10,10,9,9,"barcelona"
"Entire home/apt",2,1,1,1,144,6,1125,23,93,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,2,3,4,123,7,14,10,98,10,9,10,10,9,9,"mallorca"
"Entire home/apt",6,1,2,5,100,2,1125,2,80,10,10,8,10,6,8,"girona"
"Entire home/apt",5,2,3,3,130,31,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,3,50,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,0,1,41,32,335,7,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,3,2,2,189,6,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,40,1,6,24,97,10,10,10,10,9,10,"valencia"
"Private room",2,1,1,1,50,3,1125,7,80,9,8,10,9,10,8,"barcelona"
"Entire home/apt",8,2,4,5,100,6,60,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,3,5,90,5,21,36,98,10,10,10,10,10,10,"valencia"
"Entire home/apt",4,2,2,3,700,2,330,3,93,10,9,10,9,10,9,"barcelona"
"Entire home/apt",8,3,4,6,185,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,122,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",3,1,1,2,35,1,1125,22,83,9,9,9,10,9,9,"mallorca"
"Entire home/apt",5,1,3,4,100,2,30,6,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,35,2,1125,24,95,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,3,90,32,1125,12,90,10,9,10,9,10,9,"barcelona"
"Entire home/apt",2,1,1,1,40,2,95,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",2,1,1,1,90,3,1125,22,99,10,10,10,10,10,10,"madrid"
"Private room",1,1,1,1,16,3,1125,4,95,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,40,1,1125,187,87,9,9,10,9,10,9,"mallorca"
"Entire home/apt",10,3,5,6,124,1,1125,14,87,9,9,8,9,9,9,"barcelona"
"Entire home/apt",4,1,1,2,30,1,31,16,94,10,9,10,10,10,9,"madrid"
"Entire home/apt",5,1,2,4,50,1,1125,27,92,9,9,10,10,9,9,"girona"
"Entire home/apt",7,2,3,6,136,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",3,1,1,2,120,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,150,1,3,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",9,5,4,7,670,7,28,2,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,50,2,1125,5,64,7,8,9,8,9,6,"barcelona"
"Entire home/apt",4,1,1,2,60,1,1125,35,91,9,9,10,9,10,9,"malaga"
"Entire home/apt",4,1,2,4,40,6,1125,3,87,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,2,1,1,75,2,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",2,1,1,1,175,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,4,3,5,311,1,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,5,199,4,1124,210,98,10,10,10,10,10,9,"barcelona"
"Private room",2,1,1,1,45,2,1125,48,99,10,10,10,10,10,10,"mallorca"
"Entire home/apt",3,1,1,1,1317,7,300,3,93,9,7,9,10,10,9,"menorca"
"Entire home/apt",5,1,3,4,80,5,90,5,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,4,116,7,90,364,89,9,9,9,10,9,9,"barcelona"
"Entire home/apt",8,2,4,6,275,1,1125,2,90,10,8,10,10,8,8,"mallorca"
"Entire home/apt",4,1,0,2,45,2,1125,165,91,10,10,9,9,10,9,"madrid"
"Entire home/apt",2,1,1,1,30,3,730,8,97,10,10,9,10,9,10,"barcelona"
"Private room",2,1,1,1,100,4,7,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,3,4,118,5,1124,2,90,10,9,10,10,9,8,"mallorca"
"Entire home/apt",7,1,3,6,120,2,365,266,93,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,2,4,8,76,1,27,10,68,8,8,6,8,8,7,"barcelona"
"Entire home/apt",4,1,2,3,85,1,1125,5,100,10,10,10,10,9,9,"barcelona"
"Entire home/apt",2,1,1,1,33,32,300,2,90,8,10,10,8,9,10,"barcelona"
"Private room",2,1,1,1,43,2,9,4,95,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,1,60,1,1124,10,98,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,3,4,100,7,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",3,1,1,1,75,1,1125,7,100,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,3,97,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,3,3,4,113,5,1125,48,99,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,1,2,74,2,300,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,3,150,5,60,3,100,10,10,10,10,8,8,"mallorca"
"Entire home/apt",2,1,1,1,40,1,1125,1,80,8,10,10,10,6,8,"malaga"
"Entire home/apt",4,1,1,3,69,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,6,84,35,280,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",9,3,4,7,250,2,1125,12,95,9,9,10,10,10,9,"girona"
"Entire home/apt",5,1,2,3,98,3,1125,11,93,10,9,10,9,9,9,"girona"
"Entire home/apt",6,2,3,4,136,6,730,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",5,1,2,3,127,1,365,20,86,9,9,9,9,10,8,"barcelona"
"Entire home/apt",5,1,2,2,80,2,1125,57,87,9,9,9,9,9,9,"barcelona"
"Entire home/apt",4,1,1,1,39,1,1125,248,90,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,30,1,30,44,87,9,8,10,9,10,9,"barcelona"
"Private room",2,1,1,1,35,6,300,40,88,9,9,9,9,10,8,"barcelona"
"Entire home/apt",6,2,3,4,120,3,1125,1,80,10,10,10,10,10,6,"mallorca"
"Private room",3,2,1,3,26,2,100,153,88,9,7,10,10,9,8,"madrid"
"Entire home/apt",6,2,3,3,225,2,365,11,82,9,8,9,9,9,8,"barcelona"
"Entire home/apt",4,1,2,3,120,3,1125,37,89,10,9,9,9,10,9,"girona"
"Entire home/apt",3,1,1,2,65,2,1125,29,88,9,9,9,9,10,9,"madrid"
"Entire home/apt",4,1,0,1,50,3,1125,3,100,10,10,10,10,10,9,"malaga"
"Entire home/apt",6,2,4,5,65,3,28,3,90,9,7,9,10,9,9,"girona"
"Entire home/apt",4,1,1,2,65,2,1123,293,95,10,10,10,10,10,9,"sevilla"
"Entire home/apt",4,1,2,4,140,5,1125,5,92,10,9,10,10,10,9,"menorca"
"Entire home/apt",6,3,3,3,60,3,1125,7,100,10,10,10,10,10,10,"valencia"
"Entire home/apt",4,1,1,1,150,3,30,18,95,10,10,10,9,10,9,"barcelona"
"Entire home/apt",5,2,2,4,82,2,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",3,2,1,2,30,1,1125,58,95,10,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,22,3,1125,12,87,9,8,10,10,9,9,"barcelona"
"Entire home/apt",3,1,2,2,65,2,15,2,100,10,10,10,10,10,10,"valencia"
"Private room",2,1,1,1,60,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,2,57,1,1124,9,91,9,10,10,9,9,9,"girona"
"Private room",3,1,2,2,250,1,7,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,82,4,60,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",2,1,1,1,126,2,399,13,80,8,9,9,9,10,8,"barcelona"
"Entire home/apt",2,1,1,1,85,2,1125,15,97,10,9,10,10,10,10,"madrid"
"Entire home/apt",3,1,1,2,55,7,60,4,100,10,9,10,10,10,10,"valencia"
"Entire home/apt",4,1,1,2,55,1,365,8,95,9,9,9,9,10,9,"girona"
"Entire home/apt",8,2,3,6,200,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,21,3,55,101,95,10,10,10,10,9,10,"valencia"
"Entire home/apt",4,1,1,2,40,1,3,2,80,9,7,9,9,8,8,"madrid"
"Entire home/apt",10,4,5,8,203,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,2,22,2,6,86,95,10,10,10,10,9,9,"madrid"
"Entire home/apt",6,1,3,1,250,7,11,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,0,2,45,2,15,13,94,10,9,10,10,10,9,"girona"
"Entire home/apt",3,1,0,2,55,3,1125,8,98,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,500,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",5,2,2,4,119,1,1125,1,80,8,8,10,10,10,8,"mallorca"
"Private room",1,2,1,1,20,2,1125,2,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,2,1,1,82,1,1124,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",5,1,2,4,114,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,20,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,62,5,300,78,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",6,2,2,4,80,2,1125,1,40,9,8,4,6,10,10,"madrid"
"Private room",4,2,3,3,310,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,2,3,4,96,1,200,142,93,10,10,10,10,10,9,"madrid"
"Private room",1,1,1,1,23,1,1125,4,95,9,9,10,9,9,9,"mallorca"
"Private room",2,1,1,1,45,2,1125,10,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,70,1,45,2,100,10,10,10,10,10,9,"malaga"
"Entire home/apt",4,1,2,3,160,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,25,30,1125,49,98,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,27,1,180,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,21,1,1125,1,100,10,10,10,10,10,10,"madrid"
"Private room",1,1,1,1,50,1,1125,1,92,9,9,10,10,10,9,"madrid"
"Private room",3,1,1,1,40,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,2,3,4,190,10,30,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,3,80,1,1124,5,92,10,10,8,9,10,9,"madrid"
"Entire home/apt",2,1,1,1,120,4,15,11,95,10,10,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,0,28,15,1125,80,92,9,10,10,10,10,9,"madrid"
"Private room",2,1,1,2,23,2,3,168,96,10,8,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,4,70,3,1124,94,98,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,125,2,10,89,95,10,10,10,10,9,10,"sevilla"
"Private room",2,1,1,1,45,5,90,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,0,605,7,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",12,5,6,10,429,4,30,6,97,10,10,10,10,10,10,"mallorca"
"Entire home/apt",3,1,2,3,100,4,1000,25,96,10,10,10,10,9,9,"malaga"
"Entire home/apt",10,4,5,9,273,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,35,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",14,4,6,10,227,3,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,1,181,2,1125,2,100,10,8,10,10,10,10,"sevilla"
"Private room",3,1,1,1,30,1,1125,3,87,8,9,10,9,10,8,"barcelona"
"Entire home/apt",8,3,4,5,40,2,1125,17,99,10,9,10,10,10,10,"mallorca"
"Entire home/apt",4,2,2,3,305,3,28,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,16,7,40,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,3,3,4,108,31,365,1,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,50,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,3,3,6,231,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",4,1,1,3,2000,1,2,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",12,6,6,6,300,4,1125,113,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,1,48,15,30,57,94,10,10,10,10,10,9,"madrid"
"Private room",3,1,1,1,120,3,30,12,97,10,10,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,85,1,1125,7,86,9,9,9,10,10,8,"madrid"
"Entire home/apt",3,1,1,3,67,4,365,16,95,10,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,4,95,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,70,2,1125,2,100,10,9,10,10,10,10,"barcelona"
"Entire home/apt",7,2,4,7,80,2,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,42,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,21,5,180,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,59,2,1125,27,92,10,9,10,10,9,9,"madrid"
"Entire home/apt",8,1,3,4,340,1,1125,2,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,79,28,90,44,96,10,10,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,4,159,4,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,0,1,55,20,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,4,180,3,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,115,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,2,1,1,40,2,3,12,100,10,10,10,10,9,9,"madrid"
"Entire home/apt",4,1,2,3,119,2,30,167,91,10,9,10,10,10,9,"barcelona"
"Entire home/apt",7,1,4,4,80,2,1125,52,92,10,10,10,9,8,9,"sevilla"
"Entire home/apt",6,2,3,5,85,3,180,6,93,9,10,10,10,9,9,"girona"
"Entire home/apt",4,2,1,2,73,3,40,40,91,9,9,10,10,9,9,"barcelona"
"Entire home/apt",4,1,2,3,70,4,31,4,90,9,10,9,10,9,9,"barcelona"
"Entire home/apt",6,2,3,6,110,4,1125,1,100,10,10,10,10,10,8,"girona"
"Entire home/apt",4,1,1,1,75,8,18,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,60,2,1125,75,91,9,10,9,10,10,9,"madrid"
"Entire home/apt",6,2,3,5,80,1,1125,1,100,10,8,10,10,10,10,"menorca"
"Entire home/apt",4,1,2,2,110,2,4,3,93,10,9,10,9,9,10,"barcelona"
"Entire home/apt",6,1,2,3,125,2,7,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,1,2,5,70,3,1125,4,90,9,8,8,9,10,8,"girona"
"Entire home/apt",6,3,3,5,340,6,200,4,80,8,8,9,8,10,7,"girona"
"Private room",2,1,1,2,60,1,1125,3,100,10,10,10,10,10,9,"madrid"
"Entire home/apt",2,2,1,1,80,2,1125,10,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",8,2,4,6,135,2,1125,29,97,10,9,10,10,10,9,"valencia"
"Private room",1,1,1,1,15,1,31,5,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,1,3,90,2,1125,10,96,10,10,10,10,10,9,"sevilla"
"Entire home/apt",4,1,0,2,69,3,365,77,86,9,9,9,9,9,8,"barcelona"
"Private room",2,1,1,1,27,1,1125,2,80,9,8,7,9,10,9,"barcelona"
"Entire home/apt",4,1,2,3,200,7,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,14,6,17,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,3,91,6,45,32,99,10,10,10,10,10,10,"girona"
"Entire home/apt",12,7,6,12,1115,6,7,4,100,9,10,10,10,9,8,"mallorca"
"Private room",2,2,1,1,22,1,1125,78,88,10,9,10,10,9,9,"valencia"
"Entire home/apt",5,1,2,2,300,2,1125,1,80,8,10,10,10,10,10,"sevilla"
"Entire home/apt",4,2,2,2,125,3,30,66,86,9,9,10,10,9,9,"barcelona"
"Entire home/apt",8,2,4,5,135,7,1125,2,100,10,10,10,10,10,10,"mallorca"
"Private room",2,2,1,1,57,3,180,113,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,3,86,4,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,2,3,125,2,1125,2,80,7,9,8,7,10,6,"girona"
"Entire home/apt",4,1,1,2,33,2,60,132,97,10,10,10,10,9,10,"malaga"
"Entire home/apt",6,1,2,3,70,2,100,19,98,10,10,10,10,10,10,"sevilla"
"Entire home/apt",6,2,3,6,126,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,3,4,5,184,1,1125,1,100,10,10,10,10,8,10,"mallorca"
